,Fare,distance,passenger_count,year,Month,Date,Hour,Minute,Second
13550,17.5,4.520293596460703,1.0,2014,9,7,16,30,35
13551,8.9,2.9248982909723065,1.0,2009,7,14,23,14,0
13552,14.1,6.076199575695948,2.0,2010,2,13,20,33,3
13553,6.5,1.4871740373001126,2.0,2013,3,26,23,26,0
13554,7.5,1.7563758653000414,1.0,2015,5,18,11,56,43
13555,7.3,2.1388716475753067,1.0,2010,8,19,0,25,0
13556,7.7,1.7058327417313692,2.0,2011,8,20,20,21,4
13557,11.3,4.745112096513195,1.0,2009,6,17,20,24,0
13558,7.5,1.2335163007341905,1.0,2013,1,24,20,29,25
13559,20.0,7.972241618349421,1.0,2013,3,15,16,43,11
13560,33.83,10.211894749781372,1.0,2013,5,8,21,18,45
13561,5.5,0.8832937924216641,1.0,2014,12,24,15,4,0
13562,15.7,5.320612265976595,3.0,2009,9,20,4,5,19
13563,10.5,2.8448853851415783,1.0,2009,12,24,12,44,22
13564,6.5,1.8264448033966143,1.0,2010,4,5,11,23,0
13565,7.3,1.5448745381009177,1.0,2010,5,24,7,53,47
13566,11.0,1.7693681071367806,1.0,2013,5,17,18,58,9
13567,28.5,9.674980091238648,1.0,2010,8,16,14,22,14
13568,7.3,3.1126481455362796,2.0,2011,4,15,22,46,13
13569,5.7,1.5538424134216515,1.0,2011,9,28,17,31,41
13570,15.5,6.234342586131607,1.0,2014,1,1,9,21,0
13571,22.5,8.022339494662692,1.0,2013,12,30,22,43,20
13572,20.5,8.34944429272061,1.0,2015,3,22,3,12,34
13573,14.0,2.8123733003496265,1.0,2013,9,28,13,29,0
13574,23.5,1.7588942233907163,1.0,2014,3,6,21,26,0
13575,4.9,1.3597818806875357,2.0,2011,6,24,18,7,54
13576,8.6,3.116937118499404,1.0,2009,1,16,20,25,54
13577,11.7,5.366602693737325,5.0,2011,3,4,0,48,0
13578,19.5,5.979310943068214,1.0,2015,4,14,21,50,57
13579,7.3,1.0783703420009083,1.0,2009,8,12,12,14,53
13580,21.3,5.380631374311937,1.0,2009,8,13,9,28,2
13581,5.7,1.4128595482560702,1.0,2009,9,29,19,54,1
13582,11.3,5.684295975585632,2.0,2011,1,15,17,40,6
13583,20.0,4.191258065365124,1.0,2013,9,12,11,20,11
13584,11.0,0.4248820449284712,1.0,2013,12,5,22,47,30
13585,10.1,2.3786760099654165,2.0,2012,4,28,18,4,0
13586,9.3,3.5627767068195784,1.0,2012,5,14,12,41,1
13587,4.1,0.7058654717555047,1.0,2009,6,12,15,37,4
13588,3.7,0.4603197528417869,1.0,2011,1,31,12,12,0
13589,8.5,1.8834050641191995,1.0,2014,11,16,10,30,0
13590,6.5,1.8737088621138829,1.0,2015,3,27,7,52,8
13591,9.0,1.5912647314060386,1.0,2015,5,27,9,52,4
13592,5.3,1.210896279271937,1.0,2010,7,6,21,5,22
13593,7.3,2.3049796848247035,1.0,2009,1,12,6,46,37
13594,12.5,3.9137226251260446,3.0,2009,11,7,22,33,19
13595,8.1,1.4435563332888732,1.0,2011,1,28,10,40,0
13596,6.1,1.4879685327905376,5.0,2012,2,19,5,17,0
13597,52.0,19.302664548764817,1.0,2015,2,15,14,17,58
13598,7.3,1.6966445557222936,2.0,2011,9,3,11,50,7
13599,8.9,4.356044616343898,2.0,2012,9,2,15,38,0
13600,5.0,0.93616336992302,2.0,2013,2,10,1,0,27
13601,6.0,1.3886643969090526,1.0,2013,4,12,6,44,2
13602,5.0,0.6867205196105957,1.0,2014,2,5,20,23,0
13603,7.5,1.3121435526581682,1.0,2014,11,8,13,11,37
13604,4.9,2.9210878402584837,5.0,2012,7,28,2,9,0
13605,7.0,1.500986865041927,2.0,2013,12,7,19,58,0
13606,6.1,2.2296935510595013,1.0,2009,12,8,7,42,17
13607,4.9,0.9645339394516476,3.0,2010,6,16,22,40,0
13608,8.1,3.198583613050127,1.0,2012,3,5,22,35,57
13609,5.5,0.4419796046259361,1.0,2013,5,1,12,47,0
13610,12.5,1.6847532101764062,1.0,2014,7,17,18,3,0
13611,6.1,2.3786280261055763,1.0,2010,4,18,13,16,44
13612,7.5,1.4351572198964286,2.0,2015,6,3,16,41,5
13613,8.5,1.8921489984033932,1.0,2015,6,19,7,3,30
13614,3.7,0.6737239449898337,3.0,2010,7,21,7,42,0
13615,7.7,3.8395244635870553,1.0,2010,8,19,20,9,13
13616,5.5,1.1540733711298194,1.0,2013,4,14,22,32,34
13617,6.1,1.5650527601367925,2.0,2011,12,31,12,14,4
13618,12.0,1.4847949768091908,1.0,2013,9,23,13,55,0
13619,7.5,5.8364932773164595,4.0,2014,8,24,11,24,47
13620,6.5,1.1742158786304793,1.0,2010,11,30,15,35,0
13621,5.0,1.5368399602568328,2.0,2012,9,9,18,53,16
13622,16.0,4.6369174370769475,6.0,2013,1,21,17,56,0
13623,18.5,2.8193088653675584,1.0,2014,9,23,15,0,29
13624,17.5,3.3779163694383705,1.0,2015,1,6,15,34,18
13625,9.5,2.89746292413706,2.0,2015,1,15,4,51,9
13626,5.3,0.2693065744828214,1.0,2009,9,17,8,25,1
13627,30.67,11.899025138831606,1.0,2010,2,14,22,53,0
13628,10.1,3.0946287060086557,1.0,2011,10,10,11,5,4
13629,4.5,1.258844238995655,1.0,2012,3,4,19,57,42
13630,24.0,6.8955213328777,2.0,2012,12,12,20,32,0
13631,6.5,1.5207125427513706,1.0,2011,2,12,3,2,0
13632,9.5,2.209353878637184,1.0,2015,6,10,19,15,35
13633,6.5,2.109945472003373,2.0,2010,9,30,18,2,40
13634,4.5,1.5178380914128768,1.0,2009,6,26,0,56,20
13635,14.9,3.914237952677938,1.0,2010,9,28,8,29,25
13636,6.1,1.3969478556263104,1.0,2012,7,21,11,22,0
13637,12.0,3.0075153632339964,1.0,2013,9,7,3,3,52
13638,11.0,3.2744360173823566,2.0,2014,5,17,23,0,0
13639,5.7,1.4566661231648763,3.0,2010,12,31,13,25,30
13640,15.7,7.455868364248039,1.0,2011,6,19,9,29,34
13641,5.3,1.160091425130486,1.0,2012,3,25,19,12,52
13642,13.0,3.974189827958495,2.0,2013,11,11,22,33,0
13643,6.1,1.5121788865627206,1.0,2011,6,1,19,43,0
13644,9.5,1.8768300899466763,2.0,2014,4,2,19,22,0
13645,20.2,7.404539101188867,1.0,2009,2,5,0,18,50
13646,14.0,3.7159578246698057,1.0,2014,12,27,18,52,25
13647,9.3,3.121193796484688,1.0,2009,6,22,9,28,6
13648,9.7,3.028607911066492,1.0,2010,12,21,20,56,0
13649,21.0,5.218430233274983,1.0,2013,9,23,17,25,0
13650,40.33,8.22846417540928,1.0,2014,5,7,7,30,0
13651,8.9,1.453467972053786,3.0,2009,8,4,13,40,0
13652,9.3,4.788426271126781,1.0,2010,2,21,3,19,31
13653,9.3,2.551259095148084,2.0,2010,6,7,14,58,32
13654,8.5,3.9265859745114864,1.0,2009,11,8,18,59,0
13655,6.1,1.4364318234359117,1.0,2009,11,14,11,47,0
13656,25.5,9.085305436742386,1.0,2013,9,16,7,34,0
13657,9.0,1.7341100262028717,3.0,2014,8,30,23,49,43
13658,15.5,2.62247862314327,1.0,2014,9,23,13,55,29
13659,6.5,0.9067632870760516,6.0,2015,5,30,16,58,4
13660,5.3,1.0171955006096056,1.0,2009,11,8,16,12,0
13661,6.5,1.2049230259922117,4.0,2012,1,4,8,17,0
13662,5.7,1.5317170080330411,1.0,2012,5,16,20,53,41
13663,12.9,5.888183631472713,2.0,2012,5,26,20,16,37
13664,6.5,1.1741629199638202,3.0,2012,11,24,18,42,44
13665,6.0,1.4833218574434488,6.0,2014,8,21,10,7,0
13666,57.33,18.534175977119716,2.0,2015,1,26,7,0,45
13667,5.7,1.2569018353315946,2.0,2010,2,20,15,45,2
13668,4.1,1.173669303110643,1.0,2010,4,2,10,10,0
13669,5.7,1.9299087929541896,1.0,2011,6,9,15,35,13
13670,4.1,1.076616499263682,1.0,2011,7,22,14,45,0
13671,6.0,0.6193422185806945,1.0,2014,8,13,9,15,0
13672,7.3,1.3974295396113712,1.0,2010,1,10,20,32,0
13673,7.7,3.4035680686021323,1.0,2012,7,8,11,9,0
13674,8.5,3.1492046856393787,1.0,2012,12,4,22,27,13
13675,57.33,23.696232321052474,1.0,2013,11,6,12,34,45
13676,9.3,3.1326929516398265,1.0,2009,3,18,13,12,33
13677,3.7,0.7375134029115148,1.0,2011,7,7,16,0,2
13678,45.0,19.51407599070055,1.0,2011,12,17,5,25,0
13679,6.1,1.1860765306811545,1.0,2011,2,1,20,2,4
13680,5.0,0.5451385920268865,2.0,2014,9,10,4,5,24
13681,21.0,6.256477476603974,1.0,2015,6,4,7,59,54
13682,4.1,1.4508224319628924,1.0,2010,1,15,21,45,0
13683,4.9,0.925093441139067,1.0,2011,12,17,22,11,0
13684,19.3,4.163784309955833,2.0,2012,10,9,22,13,21
13685,12.0,3.171573473271498,1.0,2013,9,17,17,35,0
13686,10.5,2.1896228808510547,1.0,2014,11,12,12,34,0
13687,10.5,3.1321905548840365,1.0,2009,4,7,9,50,0
13688,6.5,1.09992683833094,5.0,2009,9,16,14,39,0
13689,4.5,0.8909520163963094,5.0,2011,9,1,19,53,0
13690,5.5,1.6731109754740088,1.0,2013,6,12,8,8,45
13691,57.54,19.182375158569293,1.0,2015,5,17,11,32,35
13692,9.5,3.288973762861996,1.0,2013,2,11,21,45,0
13693,12.5,3.5237637409145184,1.0,2013,10,28,10,45,0
13694,7.5,1.583312265474614,1.0,2015,5,15,6,41,8
13695,12.5,5.289770502820162,1.0,2011,6,8,7,4,0
13696,27.5,11.216636184520961,1.0,2013,4,10,6,59,4
13697,7.5,0.7901314443833829,1.0,2015,2,5,17,20,41
13698,6.5,1.9987645153803115,5.0,2012,12,2,1,0,0
13699,8.0,2.5618289523652105,1.0,2013,1,19,2,37,0
13700,6.0,0.7735656944095688,3.0,2014,1,11,8,28,13
13701,6.5,1.65258806919888,1.0,2011,3,10,20,17,13
13702,8.9,2.212184826573768,1.0,2011,5,23,18,4,7
13703,12.5,4.384936976577128,1.0,2009,11,11,16,10,36
13704,9.3,2.102039430348652,2.0,2010,8,31,18,12,35
13705,4.9,1.0837386446876511,1.0,2010,10,5,6,29,0
13706,4.9,0.6932172148350102,1.0,2012,6,19,0,29,54
13707,8.5,1.3828881737180467,1.0,2015,3,10,19,44,45
13708,10.9,2.6303068555099656,1.0,2009,12,22,12,19,5
13709,3.3,0.5639472895885373,1.0,2010,2,2,23,46,57
13710,7.3,4.3819253305770935,1.0,2012,2,18,13,7,0
13711,8.5,2.9881098841640554,2.0,2010,10,4,8,31,0
13712,13.3,4.232078763146897,2.0,2012,7,11,9,42,0
13713,9.3,2.8026690727452506,2.0,2011,1,29,19,0,56
13714,45.0,22.208474826889773,1.0,2011,5,17,19,18,0
13715,7.7,2.143378493568021,2.0,2011,11,27,15,50,27
13716,108.0,3.8286147143626583,1.0,2014,12,12,10,13,0
13717,8.5,2.159585858411209,1.0,2011,7,23,23,3,0
13718,7.7,3.757797507430037,1.0,2012,1,8,21,19,0
13719,8.0,1.858406635728462,2.0,2013,11,6,8,3,58
13720,16.6,0.07964377137238174,1.0,2009,2,7,21,53,40
13721,9.0,2.72861267715174,1.0,2014,12,28,15,57,0
13722,8.5,1.9553144323964664,1.0,2015,6,2,18,38,41
13723,8.1,2.1342662839683086,1.0,2009,1,20,15,15,0
13724,11.5,4.0627776610397675,1.0,2012,11,12,17,45,0
13725,6.5,2.294722778087565,1.0,2011,1,12,5,17,0
13726,14.5,1.5123742345242257,3.0,2010,8,8,15,55,0
13727,12.9,5.460241921474289,4.0,2011,8,1,21,28,0
13728,3.7,0.9237752843338376,1.0,2012,6,20,7,14,40
13729,8.0,1.3643595862990867,1.0,2012,9,20,17,10,27
13730,8.5,2.1248724185281103,1.0,2014,2,28,17,39,0
13731,24.1,3.212346780776144,1.0,2009,7,24,23,32,46
13732,6.9,1.713637093637192,1.0,2010,12,3,13,2,8
13733,15.5,4.111627813181272,1.0,2013,12,15,2,58,0
13734,4.0,0.4340099404063963,1.0,2014,9,7,13,42,0
13735,4.9,1.1419004880334014,1.0,2011,10,10,11,30,24
13736,14.5,5.478429895309594,2.0,2013,12,3,0,44,0
13737,6.5,1.3657551608196672,1.0,2014,6,19,10,45,31
13738,3.7,0.8167774746547194,1.0,2010,3,10,10,7,0
13739,4.1,0.4914534368357184,1.0,2010,6,10,15,28,0
13740,5.3,0.6970860818997096,1.0,2011,4,19,14,25,36
13741,8.9,3.842579016185323,1.0,2011,6,21,21,52,0
13742,16.0,3.654500978256163,1.0,2013,11,6,14,8,0
13743,12.1,2.3403928121866957,1.0,2012,7,18,9,20,0
13744,7.5,1.3920665864885684,1.0,2014,8,15,7,11,0
13745,3.3,0.33118393204738755,1.0,2012,3,12,12,39,44
13746,7.3,1.271323895907608,2.0,2012,8,12,13,14,52
13747,5.0,1.6305506515561283,1.0,2014,12,31,20,58,0
13748,9.7,2.224664163888793,3.0,2010,6,30,14,0,4
13749,8.5,1.498112619301749,1.0,2012,2,16,13,7,30
13750,7.5,2.234023279053188,1.0,2012,11,20,6,59,38
13751,5.5,0.7749139663926337,1.0,2013,10,24,10,4,53
13752,6.5,1.6089191746649394,1.0,2013,11,26,10,53,0
13753,21.5,5.779525643133131,6.0,2014,3,22,18,21,0
13754,14.0,4.188813651748727,1.0,2014,8,9,1,25,6
13755,12.1,4.4091862342246735,1.0,2009,4,30,12,19,7
13756,13.3,4.475713608968522,1.0,2010,9,24,20,2,0
13757,6.5,1.896177285397113,1.0,2012,10,9,11,42,54
13758,23.5,7.152144140154082,2.0,2012,11,9,15,36,16
13759,4.0,0.9223467912421336,6.0,2013,3,25,15,47,0
13760,14.9,5.664302398728157,1.0,2010,1,26,11,38,30
13761,20.5,5.635037759111985,2.0,2010,6,18,15,52,49
13762,3.7,0.3393322129183968,1.0,2010,12,2,8,41,0
13763,13.0,2.4869059086177936,2.0,2013,10,26,2,35,10
13764,11.5,2.991723642766672,1.0,2014,9,13,21,5,0
13765,11.3,4.396605385130647,1.0,2012,6,27,12,5,49
13766,8.5,1.7630347958679666,1.0,2009,6,9,19,27,42
13767,10.5,4.135372978643683,5.0,2010,12,19,20,58,0
13768,7.7,1.9916904310214627,1.0,2011,5,20,8,34,24
13769,8.1,2.2446765256189574,1.0,2011,10,6,23,31,4
13770,4.1,0.5858720510228496,1.0,2009,9,28,13,19,31
13771,6.1,1.6442813438359312,1.0,2011,5,21,20,45,0
13772,15.7,6.058010654783647,1.0,2011,12,26,12,0,0
13773,8.1,2.9255642506636548,1.0,2012,8,28,10,21,34
13774,20.27,5.000779740524061,2.0,2009,9,11,20,12,0
13775,10.1,3.9858835849712033,1.0,2010,8,6,2,12,47
13776,13.5,5.6015192543086165,1.0,2014,10,22,8,41,0
13777,4.1,0.5771998963208175,1.0,2010,10,25,19,45,0
13778,8.1,2.2619298362161158,1.0,2010,1,29,16,45,0
13779,5.7,1.0279226634347642,1.0,2009,5,27,11,22,0
13780,5.3,1.1398453716229102,1.0,2012,6,30,19,53,8
13781,8.5,1.88024407183724,2.0,2013,12,22,10,51,39
13782,11.0,1.8355348455103333,1.0,2014,5,22,15,29,28
13783,13.7,3.6264364284328017,2.0,2009,5,15,9,15,0
13784,11.7,5.194078138322674,3.0,2010,6,17,20,58,0
13785,7.3,1.122139808435003,2.0,2011,11,6,15,19,0
13786,4.1,0.4542987403112978,2.0,2011,11,23,22,47,14
13787,2.9,0.4523199668779736,1.0,2012,7,20,8,17,40
13788,28.5,11.104634767788609,5.0,2013,6,20,9,31,0
13789,21.0,2.585856446182229,1.0,2015,3,10,8,6,11
13790,8.5,2.0894763657942192,1.0,2013,2,7,7,34,42
13791,7.5,1.4734367979278948,2.0,2015,1,18,18,10,1
13792,13.0,3.3752945432467483,5.0,2014,12,21,13,59,0
13793,8.9,3.378660038787852,1.0,2012,8,25,18,48,0
13794,34.5,12.495551023040091,1.0,2014,11,23,19,21,0
13795,20.0,3.252905884616949,1.0,2010,3,14,10,21,11
13796,8.5,2.0338848948178794,1.0,2013,4,20,8,16,0
13797,7.5,2.4567285709458195,1.0,2013,7,18,5,15,37
13798,5.7,1.2915659254924503,2.0,2009,11,22,1,46,39
13799,10.5,3.722527513442451,1.0,2010,10,22,0,40,0
13800,20.0,5.941592126041853,2.0,2013,2,2,19,30,0
13801,9.5,0.8883056765590814,2.0,2013,3,14,20,52,0
13802,17.0,2.112634748408151,1.0,2015,4,24,12,2,40
13803,5.3,1.116694023994957,1.0,2011,11,10,11,44,0
13804,6.0,1.877218773760401,1.0,2013,7,21,19,56,0
13805,18.9,8.590502494575853,1.0,2011,5,29,4,45,16
13806,7.7,2.725671348626645,1.0,2011,9,19,21,31,14
13807,6.1,1.4286827808744842,1.0,2012,7,24,22,11,9
13808,24.0,10.551073636410411,1.0,2013,5,23,17,23,0
13809,9.0,1.939249627464498,2.0,2014,3,9,14,37,0
13810,11.3,2.6125663386124867,1.0,2009,4,5,14,55,55
13811,6.9,0.9802188889105335,5.0,2009,4,23,23,1,0
13812,10.9,2.8261094057998952,3.0,2009,9,24,9,33,0
13813,18.5,4.752240178670847,1.0,2011,12,8,18,18,37
13814,7.5,1.6223214180329455,5.0,2013,3,30,21,31,0
13815,5.0,0.5043460624267904,3.0,2014,1,3,12,18,3
13816,10.0,0.5582212046724712,1.0,2014,3,24,7,8,0
13817,6.9,2.0009909106674786,1.0,2009,12,11,11,56,0
13818,4.9,1.4058748145445052,3.0,2009,12,11,11,56,0
13819,6.9,1.0513697469300902,1.0,2011,2,10,12,23,0
13820,9.0,1.492165674037467,2.0,2014,6,19,11,33,0
13821,6.5,0.885261997599675,1.0,2010,4,24,1,31,24
13822,10.5,2.541493199870938,2.0,2014,10,19,14,2,36
13823,6.5,1.5821890293385843,1.0,2011,4,7,13,6,30
13824,4.0,0.6697046226203481,1.0,2014,5,4,4,6,0
13825,21.5,11.32917030438921,1.0,2013,2,15,4,29,34
13826,10.5,3.8150505534484287,2.0,2013,3,21,1,12,0
13827,6.9,1.9173156188023708,1.0,2009,6,18,18,6,48
13828,5.7,1.7489377481170083,2.0,2009,8,28,21,26,0
13829,9.3,4.121095316177788,2.0,2009,9,5,4,3,0
13830,9.7,1.7812113072119642,2.0,2010,4,24,22,33,32
13831,10.1,4.492312757266835,1.0,2011,7,20,19,31,0
13832,6.5,1.5795654637419119,1.0,2011,10,3,12,44,40
13833,8.0,1.6878451298225718,2.0,2013,4,6,12,49,0
13834,11.0,2.9983778700186825,1.0,2014,2,23,17,38,33
13835,5.3,2.3797759909863667,4.0,2012,4,13,22,22,5
13836,8.5,2.1227872269462593,1.0,2012,6,11,18,57,13
13837,11.7,5.453307995570476,1.0,2010,8,15,10,53,0
13838,10.5,2.8581465521317875,1.0,2012,6,1,19,42,49
13839,5.3,1.532273432500262,1.0,2011,6,3,10,19,53
13840,10.0,2.657904297757206,1.0,2012,12,12,2,17,32
13841,10.5,1.96855896348334,1.0,2013,9,5,18,23,0
13842,6.5,1.5143273829401438,1.0,2015,4,20,21,15,0
13843,7.7,1.978128144975123,1.0,2011,8,13,18,37,8
13844,10.5,2.5672851436967057,1.0,2012,4,2,17,8,50
13845,5.0,1.0874414498355105,1.0,2015,4,5,16,50,23
13846,10.5,3.7246619513750794,1.0,2010,8,6,7,18,51
13847,8.5,2.020358171505344,1.0,2012,6,22,23,44,0
13848,5.7,1.5197033055693647,6.0,2012,9,1,22,12,0
13849,6.0,0.7997535106708663,1.0,2012,12,24,13,47,0
13850,6.5,1.725528995222806,1.0,2013,2,25,0,1,0
13851,7.5,2.4469298285080976,1.0,2013,7,11,0,46,0
13852,5.3,1.2123904870820281,3.0,2009,6,29,13,2,57
13853,8.9,3.8672237682731576,1.0,2011,6,12,19,56,27
13854,34.3,12.311215211707106,1.0,2013,2,16,15,28,0
13855,5.7,1.253778514863525,2.0,2009,1,9,21,59,0
13856,10.5,2.264948012885732,3.0,2010,5,12,8,31,0
13857,16.0,4.454639474776816,1.0,2014,6,14,20,13,12
13858,9.5,3.171208312289262,1.0,2014,8,5,23,20,0
13859,7.3,2.083627339404167,2.0,2010,4,5,22,43,49
13860,7.3,1.8526991192807856,1.0,2011,9,4,4,2,28
13861,5.0,0.7303100403459336,2.0,2012,10,9,23,38,0
13862,6.5,1.124790059253418,1.0,2012,10,12,12,29,27
13863,8.0,2.090615749753005,5.0,2012,12,4,22,39,0
13864,9.5,1.6991430138754389,2.0,2014,11,12,13,32,0
13865,9.7,2.6113187207745425,2.0,2009,7,31,19,19,25
13866,8.0,1.583020170281759,1.0,2013,12,11,12,19,6
13867,4.9,0.9807361971214058,5.0,2009,1,30,19,2,0
13868,9.3,3.8347084693082882,1.0,2010,7,11,19,1,13
13869,4.5,1.4355783116584069,1.0,2011,5,20,16,15,42
13870,8.0,1.5144481583935363,1.0,2014,11,10,20,17,0
13871,13.7,1.4775813723535818,1.0,2009,11,11,13,35,0
13872,4.9,1.2425988560188594,2.0,2011,10,13,17,6,21
13873,20.0,5.702001417930059,1.0,2015,3,23,18,29,43
13874,6.5,0.5561524932378774,4.0,2010,3,11,17,12,0
13875,36.83,9.749376669051061,1.0,2015,2,6,18,13,28
13876,9.3,3.0185513995748114,1.0,2010,7,24,13,47,0
13877,25.3,8.906064492162294,1.0,2012,8,20,5,34,28
13878,9.7,3.0269769384924987,1.0,2012,9,2,12,23,0
13879,5.5,1.1695977878233192,1.0,2012,12,9,19,25,29
13880,5.7,1.0296281034862178,1.0,2009,9,14,23,43,6
13881,5.7,0.6842134044032379,1.0,2011,8,3,13,0,26
13882,6.1,1.4581977677284854,1.0,2012,1,25,22,39,8
13883,30.1,9.424299425235725,1.0,2012,6,7,18,58,0
13884,6.5,2.9070599406864046,1.0,2009,11,1,12,37,1
13885,3.7,0.5920804440060662,1.0,2010,1,20,7,35,48
13886,5.3,1.8682418458634589,1.0,2010,1,20,12,16,5
13887,5.3,1.6995974309577733,1.0,2010,10,21,7,46,20
13888,5.7,0.6812321613667032,5.0,2011,3,29,12,22,0
13889,8.0,2.4257497865373434,1.0,2013,6,30,12,34,33
13890,13.0,3.5894377790336764,1.0,2013,8,2,0,21,35
13891,26.27,8.711832984952768,3.0,2010,7,27,17,38,0
13892,18.1,6.7588395600834295,1.0,2012,8,2,20,14,0
13893,5.5,1.1095360308879882,2.0,2014,8,17,9,27,0
13894,5.3,1.1430178569127525,2.0,2012,2,5,21,54,0
13895,9.5,2.0729033126712557,1.0,2013,4,1,14,53,0
13896,30.5,8.460166342806133,6.0,2015,6,1,20,13,10
13897,57.33,21.482509324770103,1.0,2014,4,8,21,56,0
13898,7.7,1.3808168231163171,2.0,2010,8,26,10,22,0
13899,11.3,4.0353918601554986,1.0,2011,6,6,19,23,0
13900,11.0,3.1104519249144182,1.0,2013,5,9,10,39,15
13901,11.5,2.5953398656821833,1.0,2015,5,25,19,11,10
13902,49.8,16.419227293010053,1.0,2011,9,27,16,20,0
13903,4.5,1.4343251442488496,1.0,2011,3,28,4,51,16
13904,12.1,5.187391123607076,1.0,2012,5,6,3,13,0
13905,5.7,1.1775686429373131,5.0,2010,7,17,23,41,0
13906,5.3,3.133533467003484,1.0,2012,6,13,22,16,0
13907,9.0,3.0071802050448984,1.0,2013,12,31,8,55,56
13908,12.9,4.143847418427993,5.0,2010,2,16,8,5,0
13909,4.5,0.9939275432927109,1.0,2010,5,30,1,7,0
13910,11.3,4.289118764001507,5.0,2010,8,18,6,30,0
13911,9.7,2.9996956903648675,1.0,2010,9,5,22,48,38
13912,9.5,0.9363460897790966,1.0,2013,7,3,7,59,14
13913,7.5,1.6026234314046477,1.0,2015,1,17,18,39,15
13914,11.7,5.077387741843638,5.0,2009,4,16,3,11,0
13915,6.1,1.2251468960029617,2.0,2011,1,5,21,49,47
13916,53.0,15.026065278144765,5.0,2013,3,10,18,28,0
13917,7.0,1.0878305351230313,1.0,2015,2,10,9,42,15
13918,7.3,1.9356330606066547,1.0,2010,12,9,12,11,0
13919,41.3,17.994209703430947,1.0,2011,2,4,12,55,0
13920,8.9,3.2690023096557037,1.0,2011,5,30,9,18,1
13921,37.7,9.876873796672843,1.0,2011,10,28,15,34,39
13922,10.5,3.3591164277960086,5.0,2012,12,22,1,25,0
13923,7.5,1.3887197809168597,1.0,2013,1,6,17,7,9
13924,14.0,3.3712246816994207,3.0,2015,2,20,9,23,15
13925,4.1,0.8334607708789494,1.0,2010,4,17,20,47,0
13926,12.0,5.1386401389783085,1.0,2013,2,20,22,28,0
13927,19.5,2.4687021421409323,5.0,2014,10,19,12,44,0
13928,4.0,0.6249414965585535,1.0,2015,6,25,22,20,18
13929,18.1,6.9420204716471465,1.0,2010,10,15,17,8,11
13930,6.1,1.537118002732903,1.0,2012,8,4,10,41,0
13931,11.0,3.895221291814424,1.0,2014,3,17,7,23,0
13932,13.3,2.747151194060597,4.0,2010,1,29,7,52,0
13933,3.3,0.7636747921343898,5.0,2010,10,6,6,42,0
13934,9.3,3.0397073816519735,3.0,2012,2,10,13,4,48
13935,4.5,0.9587921288107092,1.0,2012,9,30,3,2,42
13936,8.0,1.9051334197694785,2.0,2014,9,18,13,54,0
13937,9.5,2.9516430464970966,1.0,2015,5,7,20,17,15
13938,8.1,2.2199374631840167,5.0,2011,9,12,17,53,0
13939,4.5,1.1376582608615038,3.0,2012,1,13,22,50,0
13940,15.0,5.486994074380172,1.0,2012,12,22,23,21,0
13941,31.5,13.552971971642206,1.0,2014,3,2,21,57,8
13942,12.5,4.0269304983009615,1.0,2014,6,23,16,16,18
13943,4.1,0.7302535785781417,2.0,2012,6,17,11,14,15
13944,10.5,2.7089248319629795,4.0,2013,5,2,2,12,0
13945,7.0,1.9040247837365916,1.0,2013,8,10,4,1,45
13946,29.7,9.786385054629012,1.0,2009,5,20,12,34,0
13947,7.3,1.5445190164093403,1.0,2009,1,21,8,40,6
13948,9.7,2.4392056303989795,2.0,2009,10,24,15,26,31
13949,9.5,1.6078239530093592,1.0,2014,1,10,9,7,0
13950,9.5,1.850466000433064,1.0,2015,4,10,9,40,5
13951,32.27,9.692399477366756,1.0,2010,7,14,8,7,0
13952,6.5,2.0664441650060112,1.0,2011,1,24,22,36,0
13953,13.3,1.6851625262093963,2.0,2011,1,26,12,8,48
13954,25.5,7.986268418743674,6.0,2012,12,26,12,1,0
13955,9.0,2.238055625679681,1.0,2013,10,15,12,42,0
13956,10.9,3.6868531814760335,2.0,2009,5,15,23,39,32
13957,6.5,1.4723709397627134,1.0,2010,1,2,20,47,0
13958,10.1,2.0710701563340197,1.0,2011,9,17,23,25,44
13959,7.3,3.143852630495147,5.0,2011,11,14,19,57,0
13960,7.7,3.2795716418115433,2.0,2012,1,19,22,51,14
13961,5.0,1.0264922677183477,1.0,2014,6,24,18,45,36
13962,12.5,4.107997539577443,1.0,2014,9,3,4,19,58
13963,16.0,3.1573068753106104,5.0,2015,2,11,8,41,25
13964,5.5,1.3759729851559903,1.0,2015,4,19,2,57,52
13965,6.5,2.9406355530122728,1.0,2011,4,3,10,15,52
13966,5.0,1.2716008327888408,1.0,2013,10,28,16,4,0
13967,6.0,1.1364562634063615,1.0,2013,11,9,20,38,44
13968,8.9,3.9243593639233727,1.0,2009,4,26,8,59,54
13969,8.9,2.9416511345593954,1.0,2010,1,20,21,34,0
13970,6.1,1.7653429306024584,1.0,2010,8,29,14,39,0
13971,5.3,1.6956162103965318,1.0,2012,7,16,5,48,0
13972,8.0,1.9120357640789365,1.0,2013,12,30,15,40,0
13973,18.1,7.661755886179682,1.0,2009,5,7,8,1,0
13974,3.7,0.6525024574053162,1.0,2010,6,19,9,29,31
13975,13.7,6.447578304622179,1.0,2010,12,24,21,5,46
13976,4.5,1.0593310062904089,2.0,2014,8,10,18,47,59
13977,8.0,1.3441207190908429,1.0,2014,9,9,7,33,0
